简称,全名,基准价,跳蚤价,商人收购价,收购商人,差价
RVG FDE,Magpul RVG握把 FDE,8109,36000,4541,Mechanic,31459
Vector侧导轨,KRISS Vector侧导轨,1033,1185,619,Jaeger,566
DS150 FDE,KRISS Defiance DS150 枪托 (FDE),7900,100000,4740,Jaeger,95260
AP,.300 AAC Blackout AP,870,5799,487,Mechanic,5312
Mk-18 雷霆之锤 默认,SWORD International Mk-18 .338 LM 精确射手步枪 默认,220562,990000,123514,Mechanic,866486
UMP 45 默认,HK UMP 45冲锋枪 默认,45839,37777,25668,Mechanic,12109
MCX .300 BLK 默认,SIG MCX .300 AAC Blackout 突击步枪 默认,82202,117777,46031,Mechanic,71746
Vector 9x19 默认,TDI Kriss Vector Gen.2 9x19 冲锋枪 默认,52562,88888,29433,Mechanic,59455
Vector .45 默认,TDI KRISS Vector Gen.2 .45 ACP 冲锋枪 默认,57186,68999,32023,Mechanic,36976
Hexgrid,5.11 Hexgrid 插板背心,150996,100000,93617,Ragman,6383
IDEA,IDEA DIY胸挂,5000,40000,3100,Ragman,36900
背心,保安背心,3900,44444,2418,Ragman,42026
BSS-MK1,Gear Craft GC-BSS-MK1 胸挂 (A-TACS 橄榄绿迷彩),30015,33332,18609,Ragman,14723
Smoke,Smoke巴拉克拉瓦头套,44300,65000,27466,Ragman,37534
AFAK,AFAK单兵战术急救包,41600,64500,26208,Therapist,38292
CAT,CAT止血带,3200,35000,2016,Therapist,32984
应急用水,应急用水,17200,19999,10836,Therapist,9163
针叶林-1,UVSR“针叶林-1”求生砍刀,832500,488000,499500,Jaeger,-11500
SOST,5.56x45毫米 Mk 318 Mod 0 (SOST),296,6000,165,Mechanic,5835
SSA AP,5.56x45毫米 SSA AP,1525,3500,854,Mechanic,2646
7.62 AP,7.62x39毫米 MAI AP,1400,20000,784,Mechanic,19216
9x19 PL15,PL-15 9x19弹匣，16发弹容量,1376,1500,770,Mechanic,730
PL15套筒,PL-15手枪套筒,3900,5999,2184,Mechanic,3815
PL15准星,PL-15标准准星,800,500,448,Mechanic,52
PL15准星,PL-15加长准星,950,0,532,Mechanic,0
Sup.照门,PL-15加长照门,950,0,532,Mechanic,0
PL15照门,PL-15标准照门,900,500,504,Mechanic,-4
PL-15 9x19,PL-15 9x19标准枪管,2563,2500,1537,Jaeger,963
PL15螺纹枪管,PL-15带螺纹枪管,4948,5000,2968,Jaeger,2032
PL15抑制器,PL-15 9x19毫米声音抑制器,31000,20000,17360,Mechanic,2640
PL-15,PL-15 9x19手枪,7100,15000,3976,Mechanic,11024
STM缓冲管,STM Arms缓冲管,1200,1000000,720,Jaeger,999280
GL Core,Fab Defence GL Core枪托,4100,6000,2460,Jaeger,3540
STM-9 上机匣,STM-9 9x19上机匣,4198,222222,2350,Mechanic,219872
DLG123,DLG-123 AR-15系统手枪式握把,1650,1897,924,Mechanic,973
弹匣转换器,STM-9弹匣转换器,1276,11111,714,Mechanic,10397
10.5英寸STM-9 9x19,10.5英寸STM-9枪管 9x19,7000,5555,4200,Jaeger,1355
12英寸STM-9 9x19,12英寸STM-9枪管 9x19,7500,16000,4500,Jaeger,11500
14英寸STM-9 9x19,14英寸STM-9枪管 9x19,10000,15000,6000,Jaeger,9000
16英寸STM-9 9x19,16英寸STM-9枪管 9x19,12500,99999,7500,Jaeger,92499
MASP,MASP Ambi AR-15拉机柄,2119,22222,1186,Mechanic,21036
STM9制退器,STM-9 9x19枪口制退器,1907,2100,1067,Mechanic,1033
弹匣转换器,STM-9弹匣转换器 Grey,1576,0,882,Mechanic,0
STM-9,联盟-TM STM-9 Gen.2 9x19 卡宾枪,12500,75200,7000,Mechanic,68200
M32,Opsmen Earmor M32 耳机,24567,28500,15231,Ragman,13269
Condor,NPP KIASS Condor 护目镜,15600,15000,9672,Ragman,5328
Umka,Umka М33-SET1 猎人背心,25700,26899,15934,Ragman,10965
CSA,CSA胸挂,10242,14000,6350,Ragman,7650
Takedown,Hazard4 Takedown 吊带背包,27111,160000,16808,Ragman,143192
Gunslinger,Eberlestock G2 Gunslinger II 背包 (dry earth),61000,88000,37820,Ragman,50180
STM 9英寸,AR-15 STM 9英寸 M-LOK 护木,10500,20000,5880,Mechanic,14120
STM 15英寸,AR-15 STM 15英寸 M-LOK 护木,15000,44444,8400,Mechanic,36044
STM 12英寸,AR-15 STM 12英寸 M-LOK 护木,12500,25000,7000,Mechanic,18000
帽子,黑色军帽,4353,30000,2698,Ragman,27302
帽子,军帽（黄褐色）,1353,10000,838,Ragman,9162
帽子,Flora军帽,1353,20000,838,Ragman,19162
帽子,沙漠军帽,1353,5000,838,Ragman,4162
帽子,UCP军帽,2353,420,1458,Ragman,-1038
GP-7,GP-7防毒面具,8386,85000,5199,Ragman,79801
Azimut,"Azimut SS ""Zhuk""胸挂（黑）",30148,30000,18691,Ragman,11309
Slick,LBT 6094A Slick 插板背心（黄褐色）,250456,455000,155282,Ragman,299718
Slick,LBT 6094A Slick 插板背心（橄榄绿）,257945,157000,159925,Ragman,-2925
Takedown,Hazard4 Takedown 吊带背包 (multicam),27111,40000,16808,Ragman,23192
铝热剂,罐装铝热剂,52000,50000,32760,Therapist,17240
棘轮,棘轮扳手,124000,69000,78120,Therapist,-9120
TP-200,TP-200 砖型TNT,35000,349999,22050,Therapist,327949
Azimut,"Azimut SS ""Zhuk""胸挂（SURPAT）",30148,39999,18691,Ragman,21308
帽子,CADPAT军帽 ,3353,50000,2078,Ragman,47922
STM-9 默认,联盟-TM STM-9 Gen.2 9x19 卡宾枪 默认,50406,47777,28224,Mechanic,19553
PL-15 默认,PL-15 9x19手枪 默认,16639,29999,9317,Mechanic,20682
Mk47,CMMG Mk47 Mutant 7.62x39 突击步枪,25197,100000,14110,Mechanic,85890
254毫米 Mk47 7.62x39,254毫米Mk47枪管,26300,20000,15780,Jaeger,4220
409毫米 Mk47 7.62x39,409毫米Mk47枪管,29567,185554,17740,Jaeger,167814
Mk47上机匣,CMMG Resolute Mk47 7.62x39 Mk47上机匣,4760,108888,2665,Mechanic,106223
Mk47 Ambi,CMMG Mk47 Ambi拉机柄,2200,80000,1232,Mechanic,78768
RipStock,CMMG RipStock枪托,3500,4024,2100,Jaeger,1924
CMMG 缓冲管,CMMG 缓冲管,3800,15000,2280,Jaeger,12720
MK3 RML9,AR-10 CMMG MK3 RML9 9英寸 M-LOK 护木,10500,27777,5880,Mechanic,21897
MK3 RML15,AR-10 CMMG MK3 RML15 15英寸 M-LOK 护木,15000,74000,8400,Mechanic,65600
SV制退器,AR-10 CMMG SV 7.62x51枪口制退器,7217,10000,4041,Mechanic,5959
CMMG 导气箍,CMMG低轮廓导气箍,8250,22222,4620,Mechanic,17602
MP-155,MP-155 12铅径 半自动霰弹枪,18900,42950,11340,Jaeger,31610
МP-155 Ultima,Ultima МP-155 聚乙烯枪托,4388,21111,2457,Mechanic,18654
Ultima握把,Ultima МP-155 塑料手枪式握把,2608,58000,1460,Mechanic,56540
Ultima枪托,Ultima МP-155 聚乙烯枪托,3286,15000,1971,Jaeger,13029
Ultima小缓冲垫,"MP-155 ""Ultima"" 小型后坐力缓冲垫",2231,22222,1338,Jaeger,20884
Ultima中缓冲垫,"MP-155 ""Ultima"" 中型后坐力缓冲垫",3231,30000,1938,Jaeger,28062
Ultima大缓冲垫,"MP-155 ""Ultima"" 大号后坐力缓冲垫",6231,40404,3738,Jaeger,36666
Ultima基座,"MP-155 ""Ultima"" 枪管下基座",1776,22250,994,Mechanic,21256
Ultima热成像,"MP-155 ""Ultima""热成像摄像头",49137,49999,29482,Jaeger,20517
510毫米MP-155 12铅径,510毫米MP-155枪管 12铅径,7006,15000,4203,Jaeger,10797
МP155x6,MP-155 6发加长弹仓,1221,80000,683,Mechanic,79317
MP-155橡胶垫,"MP-155 ""Ultima""手枪式握把橡胶垫",1476,1549,826,Mechanic,723
Ultima上导轨,"MP-155 ""Ultima""上导轨",5900,44444,3540,Jaeger,40904
MP-155木托,MP-155木制枪托,1299,10000,779,Jaeger,9221
МP-155 Walnut,Izhmekh MP-155 Walnut护木,1829,10000,1024,Mechanic,8976
Ultima短导轨,"MP-155 ""Ultima""短导轨",1000,89990,600,Jaeger,89390
TR2021,Twitch Rivals 2021 巴拉克拉瓦,30454,1000000,18881,Ragman,981119
PACA TR,PACA 软质防弹背心（Rivals 版本）,52839,0,32760,Ragman,0
ProComp,Surefire ProComp 7.62x51 AR-10膛口制退器,13000,20000,7280,Mechanic,12720
CG,Custom Guns导轨,1000,8888,600,Jaeger,8288
Type340,SOK-12 Custom Guns Type 340护木,15800,20000,8848,Mechanic,11152
Wing&Skull,AR-15 Unique-ARs Wing & Skull 12英寸护木,50000,33333,28000,Mechanic,5333
OPFOR AA47,AKM/AK-74 ProMag Archangel OPFOR AAK7枪托,19600,39000,11760,Jaeger,27240
AGS-74,AK Custom Arms AGS-74 PRO + Sniper Kit手枪式握把,14300,51000,8008,Mechanic,42992
ASR 556,AR-15 SilencerCo ASR 5.56x45消焰器,8000,140000,4480,Mechanic,135520
SAKER ASR 556,SilencerCo SAKER ASR 556 5.56x45抑制器 ,62325,588888,34902,Mechanic,553986
Arbalet VPO,Arbalet VPO-102基座,2902,10000,1741,Jaeger,8259
Krechet,Krechet反射式瞄具,13225,25999,7406,Mechanic,18593
TargetRing,VOMZ PILAD Target Ring反射式瞄具,8767,15000,4909,Mechanic,10091
T12W,Torrey Pines Logic T12W热成像反射式瞄具,75794,99999,45476,Jaeger,54523
THOR 隐蔽型,NFM THOR 隐蔽型强化防弹背心,26097,100000,16180,Ragman,83820
AVS TE,Crye Precision AVS 插板胸挂（Tagilla 版）,199903,85000,123939,Ragman,-38939
Romeo8T,SIG Romeo 8T反射式瞄具,28900,39999,16184,Mechanic,23815
Drawbridge,Hazard 4 Drawbridge 背包（黄褐色）,30000,35000,18600,Ragman,16400
Pillbox,Hazard4 Pillbox背包 ,21400,39000,13268,Ragman,25732
THOR IC,THOR综合型防弹服,227500,5555555,141050,Ragman,5414505
MK4A 防护型,CQC 鱼鹰 MK4A 防弹胸挂（防护型，多地形迷彩）,82278,999999,51012,Ragman,948987
MK4A突击型,CQC 鱼鹰 MK4A 防弹胸挂（突击型，多地形迷彩）,49216,299999,30513,Ragman,269486
CR MK2突击型,Stich Profi MK2胸挂（突击型，A-TACS FG迷彩）,33750,34999,20925,Ragman,14074
CR MK2侦察型,Stich Profi MK2胸挂（侦察型，A-TACS FG迷彩）,32400,29950,20088,Ragman,9862
帽子,BOSS鸭舌帽,8353,15555,5178,Ragman,10377
"""UBEY""","Tagilla的""UBEY""电焊面罩",135000,80000,83700,Ragman,-3700
"""Gorilla""","Tagilla的""Gorilla""电焊面罩",135000,78000,83700,Ragman,-5700
鼠药,LVNDMARK的老鼠药,50892,20000,32061,Therapist,-12061
WZ,WZ钱包,40542,89420,25541,Therapist,63879
Loot Lord,Loot Lord毛绒玩具,83029,84000,52308,Therapist,31692
六可乐,罐装六可乐,23980,25000,15107,Therapist,9893
Evasion,Evasion臂带,45000,36990,27900,Ragman,9090
Chimera,Stich Profi Chimera 奔尼帽,3170,8000,1965,Ragman,6035
MP-155 默认,MP-155 12铅径 半自动霰弹枪 默认,30255,45555,16941,Mechanic,28614
MP-155 Ultima,MP-155 12铅径 半自动霰弹枪 Ultima,94677,222222,53016,Mechanic,169206
Mk47 默认,CMMG Mk47 Mutant 7.62x39 突击步枪 默认,106051,98888,59386,Mechanic,39502
Bomber,Bomber 无檐小便帽,29700,44000,18414,Ragman,25586
MTs-255-12,MTs-255-12 12铅径霰弹枪,9600,199999,5376,Mechanic,194623
255扼流圈,MTs-255-12 圆筒型扼流圈,1500,11111,840,Mechanic,10271
F1 St1,AR-15 F1 Firearms Skeletonized Style 1 手枪式握把,6700,42000,3752,Mechanic,38248
F1 St2 PC,AR-15 F1 Firearms Skeletonized Style 2 PC 手枪式握把,15500,500000,8680,Mechanic,491320
F1 St2,AR-15 F1 Firearms Skeletonized Style 2 手枪式握把,13000,100000,7280,Mechanic,92720
PK-AA,Belomo PK-AA反射式瞄具,5100,6000,2856,Mechanic,3144
MP-43 750毫米,750毫米MP-43e-1c枪管 12铅径,4100,5000,2460,Jaeger,2540
43-1C枪托垫,MP-43-1s枪托垫,1200,1000,720,Jaeger,280
MTs-255 山毛榉,MTs-255-12 山毛榉下护木,1529,11111,856,Mechanic,10255
МTs-255 755毫米肋条枪管,755毫米MTs-255-12霰弹枪肋条枪管 12铅径,6280,14444,3768,Jaeger,10676
MTs-255木制枪托,MTs-255-12木制枪托,1847,11111,1108,Jaeger,10003
PSR 556,AR-15 AWC PSR 5.56x45膛口制退器,9200,12000,5152,Mechanic,6848
PSR 762,AWC PSR 7.62x51膛口制退器,10500,20000,5880,Mechanic,14120
PSR 338,AWC PSR .338 LM膛口制退器,19500,149999,10920,Mechanic,139079
PSR保护器,AWC PSR枪口制退器保护器,1000,150000,560,Mechanic,149440
ZK-38 762,AR-10 TAA ZK-38 7.62x51膛口制退器,9200,54999,5152,Mechanic,49847
ZK-23 556,AR-10 TAA ZK-23 5.56x45膛口制退器,10500,19999,5880,Mechanic,14119
UMP-45八寸螺纹,HK UMP .45 ACP 8英寸螺纹枪管,7600,39000,4560,Jaeger,34440
QDC 762,AR-10 KAC QDC 7.62x51膛口制退器套组,12500,54777,7000,Mechanic,47777
UMP OEM,HK UMP B&T OEM .45 ACP 声音抑制器,41742,30000,23375,Mechanic,6625
CSS AK,CSS AK 凸缘拉机柄,5000,33333,2800,Mechanic,30533
NAR,B&T QD NAR Aimpoint ACRO 准镜基座,2600,35000,1560,Jaeger,33440
G TD,Glock TangoDown AAM-01 ACRO基座,2600,2599,1560,Jaeger,1039
G MOS,Glock 9x19 MOS套筒,4700,28700,2632,Mechanic,26068
QD MP5,HK MP5 B&T QD 9x19枪口制退器,5500,85000,3080,Mechanic,81920
BLITZ 556,AR-15 HK BLITZ 5.56x45消焰器,9300,9000,5208,Mechanic,3792
AK 308,Kiba Arms 7.62x39 AKM .308 枪口转换装置,2700,50000,1512,Mechanic,48488
War 762,AR-10 SureFire Warden 7.62x51爆炸调节器,8000,5000,4480,Mechanic,520
Reactor,"AK Hexagon ""Reactor"" 5.45x39枪口制退器",9600,70000,5376,Mechanic,64624
Waffle,"AK Hexagon ""Wafflemaker"" 5.45x39声音抑制器",95000,150000,53200,Mechanic,96800
TD Hex,AR-15 Tactical Dynamics Hexgrip手枪式握把,6500,15000,3640,Mechanic,11360
MT VFG,Monstrum Tactical KeyMod垂直前握把,6900,45000,3864,Mechanic,41136
RAPTAR,Wilcox RAPTAR ES Tactical测距仪,22000,200000,12320,Mechanic,187680
R1500,Vortex Ranger 1500测距仪,9000,12666,5040,Mechanic,7626
ACRO P-1,Aimpoint ACRO P-1反射式瞄具,19100,19000,10696,Mechanic,8304
H-2,Aimpoint Micro H-2瞄具基座,2550,10000,1530,Jaeger,8470
H-2,Aimpoint Micro H-2反射式瞄准镜,22100,21000,12376,Mechanic,8624
QRP2,Aimpoint QRP2 CompM4/PRO反射式瞄具基座,2800,5000,1680,Jaeger,3320
PRO,Aimpoint PRO反射式瞄具,25000,24444,14000,Mechanic,10444
Mk 17,FN SCAR-H 7.62x51 突击步枪 (FDE),25800,71000,14448,Mechanic,56552
UTG,Leapers UTG反射式瞄具,12200,14000,6832,Mechanic,7168
Mk17,FN SCAR-H 7.62x51上机匣,10500,333333,5880,Mechanic,327453
Mk17,FN SCAR-H 7.62x51 上机匣 (FDE),11800,180000,6608,Mechanic,173392
KSI SKS,SKS 7.62x39 KSI 75发弹鼓,24500,44000,13720,Mechanic,30280
417 16.5寸,HK417 7.62x51 16.5英寸枪管,29000,29990,17400,Jaeger,12590
417,HK417延长拉机柄,2200,80000,1232,Mechanic,78768
417,HK417低轮廓型导气箍,6000,9999,3360,Mechanic,6639
417 Ext. FF,HK417 Extended Free Floa带折叠式准星护木,11200,10990,6272,Mechanic,4718
417 Patrol,HK417 Patrol带折叠准星护木,8600,8599,4816,Mechanic,3783
417 762,HK417/G28 7.62x51 10发弹匣,2100,2204,1176,Mechanic,1028
417 762,HK417/G28 7.62x51 20发弹匣,3450,39000,1932,Mechanic,37068
Prolong,HK Prolonged 7.62x51消焰器,3750,14555,2100,Mechanic,12455
G28 QD,HK G28 B&T QD 7.62x51声音抑制器,59000,32222,33040,Mechanic,-818
G28,HK G28 7.62x51上机匣,8000,500000,4480,Mechanic,495520
RN 34毫米 ET,Recknagel Era-Tac 34毫米环形基座,8100,8400,4860,Jaeger,3540
RN 30毫米 ET,Recknagel Era-Tac 30毫米环形基座,7400,7769,4440,Jaeger,3329
T1 Sun,Recknagel Era-Tac Sunshade Aimpoint T-1基座,2300,13990,1380,Jaeger,12610
PM II 3-20x50,Schmidt & Bender PM II 3-12x50瞄准镜,65000,60000,39000,Jaeger,21000
PM II 1-8x24,Schmidt & Bender PM II 1-8x24瞄准镜,50500,30000,30300,Jaeger,-300
G28/417,HK G28缓冲管,1300,1000,780,Jaeger,220
HK E2,HK417 E2枪托,9200,125000,5520,Jaeger,119480
HK可调节垫,HK可调节枪托垫,12100,27999,7260,Jaeger,20739
HK托腮板,HK可调节托腮板,6000,15000,3600,Jaeger,11400
食尸鬼,食尸鬼面具,35533,23000,22030,Ragman,970
无头鬼,无头鬼面具,21125,500000,13097,Ragman,486903
G28,HK G28 7.62x51 精确射手步枪,30500,175000,18300,Jaeger,156700
M18,M18烟雾弹 （绿色）,3500,16888,1750,Prapor,15138
RGN,RGN手榴弹,13900,221111,6950,Prapor,214161
SCAR折叠式,FN SCAR 折叠式聚合物枪托,6000,300000,3600,Jaeger,296400
SCAR,FN SCAR托腮板,2100,180000,1260,Jaeger,178740
SCAR伸缩式,FN SCAR 伸缩式聚合物枪托,8500,49999,5100,Jaeger,44899
SCAR橡胶,FN SCAR橡胶枪托垫,2500,15000,1500,Jaeger,13500
SCAR拉机柄,FN SCAR拉机柄,2400,80000,1344,Mechanic,78656
Mk17 13寸,FN SCAR-H 7.62x51 13英寸枪管,42200,222222,25320,Jaeger,196902
Mk17,FN SCAR-H 7.62x51 20发弹匣,4000,33333,2240,Mechanic,31093
SCAR底轨,FN SCAR底轨,1420,50000,852,Jaeger,49148
SCAR侧导轨,FN SCAR侧导轨,1230,50000,738,Jaeger,49262
SCAR准星,FN SCAR折叠式准星,3100,13000,1736,Mechanic,11264
SCAR照门,FN SCAR折叠式照门,3900,11232,2184,Mechanic,9048
SCAR-SD 762,AAC SCAR-SD 51T 7.62x51消焰器,4200,55000,2352,Mechanic,52648
SCAR折叠式,FN SCAR 折叠式聚合物枪托 （FDE）,6500,35000,3900,Jaeger,31100
SCAR伸缩式,FN SCAR 伸缩式聚合物枪托 （FDE）,9000,20900,5400,Jaeger,15500
SCAR,FN SCAR托腮板 （FDE）,2200,19000,1320,Jaeger,17680
Mk 17,FN SCAR-H 7.62x51突击步枪,24400,140000,13664,Mechanic,126336
Mk17 16寸,FN SCAR-H 7.62x51 16英寸枪管,38000,60000,22800,Jaeger,37200
Mk17 20寸,FN SCAR-H 7.62x51 20英寸枪管,44500,80000,26700,Jaeger,53300
Mk17,FN SCAR-H 7.62x51 20发弹匣 （FDE）,4500,32000,2520,Mechanic,29480
Mk-16 10寸,FN SCAR-L 5.56x45 10英寸枪管,30500,111111,18300,Jaeger,92811
Mk-16 14寸,FN SCAR-L 5.56x45 14英寸枪管,24000,109787,14400,Jaeger,95387
Mk-16 18寸,FN SCAR-L 5.56x45 18英寸枪管,32000,200000,19200,Jaeger,180800
Mk16,FN SCAR-L 5.56x45上机匣,6200,150000,3472,Mechanic,146528
Mk 16,FN SCAR-L 5.56x45突击步枪,17000,200000,9520,Mechanic,190480
Mk-16 556,FN SCAR-L 5.56x45消焰器,3500,50000,1960,Mechanic,48040
Mk16,FN SCAR-L 5.56x45 30发弹匣,2100,44443,1176,Mechanic,43267
Mk16,FN SCAR-L 5.56x45 30发弹匣 （FDE）,2500,30000,1400,Mechanic,28600
Mk16,FN SCAR-L 5.56x45上机匣,6500,33331,3640,Mechanic,29691
Mk 16,FN SCAR-L 5.56x45突击步枪 （FDE）,18000,200000,10080,Mechanic,189920
RGO,RGO手榴弹,10800,180000,5400,Prapor,174600
Obzor,"NPZ PK1 ""Obzor"" 燕尾反射式瞄具",7000,6000,3920,Mechanic,2080
1P78燕尾,NPZ 1P78-1燕尾基座,2000,2175,1200,Jaeger,975
1P78-1,NPZ 1P78-1 2.8倍瞄准镜,20500,10000,12300,Jaeger,-2300
1P78眼罩,NPZ 1P78瞄准镜眼罩,2800,1000,1568,Mechanic,-568
AKS-74UN Recon,AKS-74UN 5.45x39 短突击步枪 Recon,69899,0,39138,Mechanic,0
AS VAL Kobra,AS “巨浪” 9x39 特种突击步枪 Kobra,124936,100000,69960,Mechanic,30040
M4A1 Custom,柯尔特 M4A1 5.56x45 卡宾枪 Custom,197822,0,110773,Mechanic,0
MP5 SD Spec,HK MP5N 9x19 冲锋枪（海军型） SD Spec,104058,0,58268,Mechanic,0
P90 DEVGRU,FN P90 5.7x28 微型冲锋枪 DEVGRU,174835,69555,97907,Mechanic,-28352
AK-104 RPKT mod.1,AK-104 7.62x39 突击步枪 RPKT mod.1,171080,0,95802,Mechanic,0
SA-58 OSW,DS Arms SA-58 7.62x51 突击步枪 OSW,123323,0,69056,Mechanic,0
PP-19-01 FSB,PP-19-01 勇士 9x19 冲锋枪 FSB,104587,0,58541,Mechanic,0
LLCS,Jack Pyke Hunting LLCS奔尼帽,9556,45999,5924,Ragman,40075
Geis 30mm,Geissele Super Precision 30毫米环形基座,12500,180000,7500,Jaeger,172500
Geis top,Geissele Super Precision环形基座防尘帽,1500,15111,900,Jaeger,14211
ROF-90 RMR,Reptilia ROF-90 RMR Geissele瞄具基座,2000,111111,1200,Jaeger,109911
Razor HD Gen.2,Vortex Razor HD Gen.2 1-6x24步枪瞄准镜,72000,111111,43200,Jaeger,67911
Geis top,Geissele Super Precision环形基座防尘帽 （DDC）,1700,33333,1020,Jaeger,32313
ROF-90 RMR,Reptilia ROF-90 RMR Geissele瞄具基座 （DDC）,2000,50000,1200,Jaeger,48800
Geis 30mm,Geissele Super Precision 30毫米环形基座 （DDC）,13200,178888,7920,Jaeger,170968
T20,Gruppa 99 T20背包（茶褐色）,29410,36666,18234,Ragman,18432
LBT-1476A,LBT-1476A 3 日行军背包（林地迷彩）,28500,36990,17670,Ragman,19320
M7290,Model 7290闪光弹,8900,15000,4450,Prapor,10550
Sturmgriff,HK Sturmgriff前握把,3250,9999,1820,Mechanic,8179
USP .45,HK USP .45 ACP手枪,9500,45000,5320,Mechanic,39680
USP45T,HK USP战术型 .45 ACP 12发弹匣,3000,20000,1680,Mechanic,18320
USP45,HK USP .45 ACP 12发弹匣,2200,1000,1232,Mechanic,-232
USP,HK USP .45 ACP手枪套筒,2800,500,1568,Mechanic,-1068
USP击锤,HK USP击锤,750,27777,420,Mechanic,27357
USP板机,HK USP板机,700,27777,392,Mechanic,27385
USP卡锁,HK USP套筒卡锁,500,27777,280,Mechanic,27497
Battle Grip,HK Battle Grip Beavertail AR-15武器系统手枪式握把 （RAL-8000）,3200,55555,1792,Mechanic,53763
Mk 16 CQC,FN SCAR-L 5.56x45突击步枪 （FDE） CQC,94849,100000,53114,Mechanic,46886
Mk 16 LB,FN SCAR-L 5.56x45突击步枪 LB,93163,50000,52170,Mechanic,-2170
Mk 16 默认,FN SCAR-L 5.56x45突击步枪 （FDE） 默认,88349,120420,49474,Mechanic,70946
Mk 17 CQC,FN SCAR-H 7.62x51 突击步枪 (FDE) CQC,122349,80000,68514,Mechanic,11486
Mk 17 LB,FN SCAR-H 7.62x51突击步枪 LB,119963,135000,67178,Mechanic,67822
Mk 17 默认,FN SCAR-H 7.62x51 突击步枪 (FDE) 默认,118149,50000,66162,Mechanic,-16162
G28 默认,HK G28 7.62x51 精确射手步枪 默认,283494,189999,158756,Mechanic,31243
G28 Patrol,HK G28 7.62x51 精确射手步枪 Patrol,163900,150000,91784,Mechanic,58216
USP 112,HK USP .45 ACP标准枪管,2500,10000,1500,Jaeger,8500
USP45T,HK USP 战术型 .45 ACP螺纹枪管,2900,20000,1740,Jaeger,18260
USP45Ex,HK USP 专家型 .45 ACP枪管,3600,2000,2160,Jaeger,-160
USP45E,HK USP 精英型 .45 ACP枪管,4500,200000,2700,Jaeger,197300
USP45M,HK USP 赛事型 .45 ACP枪管,6000,20000,3600,Jaeger,16400
USP45T,HK USP 战术型 螺纹保护帽,1100,999,616,Mechanic,383
USP RS,HK USP照门,700,9998,392,Mechanic,9606
USPT RS,HK USP战术照门,800,25000,448,Mechanic,24552
USP FS,HK USP准星,700,25000,392,Mechanic,24608
USP FS,HK USP准星,600,24998,336,Mechanic,24662
USP T,HK USP 战术型 手枪套筒,3300,35000,1848,Mechanic,33152
USP Ex,HK USP 专家型 手枪套筒,3900,333333,2184,Mechanic,331149
USP M,HK USP 赛事型 手枪套筒,3600,15000,2016,Mechanic,12984
USP E,HK USP 精英型 手枪套筒,6500,25000,3640,Mechanic,21360
USP E,HK USP 精英型 补偿器,3500,1111,2100,Jaeger,-989
USP M,HK USP 赛事型 补偿器,6200,19995,3720,Jaeger,16275
USP导轨,HK USP导轨转换器,1500,322000,900,Jaeger,321100
7N40,5.45x39毫米 7N40 gs,900,1885,504,Mechanic,1381
PAB-9,9x39毫米 PAB-9,670,888,375,Mechanic,513
V-Max,.300 AAC Blackout V-Max,160,1700,89,Mechanic,1611
Whisper,.300 Whisper,122,195,68,Mechanic,127
M62曳光弹,.300 AAC Blackout M62曳光弹,413,444,231,Mechanic,213
USP红点,HK USP红点瞄具基座,2800,5000,1568,Mechanic,3432
SRX SCAR,FN SCAR PWS SRX延长导轨,7800,500000,4680,Jaeger,495320
MREX 6.5 M-LOK,FN SCAR Kinetic MREX 6.5 M-LOK导轨,10200,30000,6120,Jaeger,23880
SVDS转接器,SVDS Lynx Arms Hinge缓冲管转接器,3500,39999,2100,Jaeger,37899
MP43e 默认,MP-43-1C双管霰弹枪 默认,10500,77777,6300,Jaeger,71477
MTs-255-12 默认,MTs-255-12 12铅径霰弹枪 默认,22556,21000,12630,Mechanic,8370
AX-15 10.5寸,AR-15 Aeroknox AX-15 10.5英寸 M-LOK护木,16100,55000,9016,Mechanic,45984
CQR47,AKM/AK-74 Hera Arms CQR47手枪式握把一体式枪托,31263,35478,18757,Jaeger,16721
Alpha,"""Alpha"" 臂带",100000,8000000,62000,Ragman,7938000
BEAR,"""BEAR"" 臂带",50000,25000,31000,Ragman,-6000
DEADSKUL,"""DEADSKUL"" 臂带",70000,1000000,43400,Ragman,956600
特训,"""特训"" 臂带",50000,100000,31000,Ragman,69000
Kiba,"""Kiba Arms"" 臂带",50000,999999,31000,Ragman,968999
